Titre,image_url,type,source,episodes,status,aired,rating,score,studio,genre
Arion,https://cdn.myanimelist.net/images/anime/12/37901.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1986-03-15', 'to': '1986-03-15'}",R+ - Nudité douce,6.30,Sunrise,"Action, Adventure, Fantasy, Magic, Drama, Seinen"
One Piece: Romance Dawn,https://cdn.myanimelist.net/images/anime/4/71053.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2012-12-20', 'to': '2012-12-20'}",PG-13 - Adolescents de 13 ans ou plus,7.59,Toei Animation,"Action, Comedy, Super Power, Fantasy, Shounen"
Ring ni Kakero 1: Sekai Taikai-hen,https://cdn.myanimelist.net/images/anime/6/75841.jpg,TV,Manga,6,Diffusion terminé,"{'from': '2011-04-10', 'to': '2011-06-12'}",PG-13 - Adolescents de 13 ans ou plus,6.82,Toei Animation,Sports
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,https://cdn.myanimelist.net/images/anime/1337/91798.jpg,TV,Manga,0,Diffusion en cours,"{'from': '2018-04-09', 'to': None}",PG-13 - Adolescents de 13 ans ou plus,8.58,J.C.Staff,"Ecchi, School, Shounen"
Virus: Virus Buster Serge,https://cdn.myanimelist.net/images/anime/1639/92402.jpg,TV,Game,12,Diffusion terminé,"{'from': '1997-10-03', 'to': '1997-12-19'}",R+ - Nudité douce,5.55,J.C.Staff,"Action, Adventure, Mecha, Police, Sci-Fi"
Shin Cutey Honey,https://cdn.myanimelist.net/images/anime/11/3059.jpg,OVA,Manga,8,Diffusion terminé,"{'from': '1994-04-21', 'to': '1995-11-21'}",R+ - Nudité douce,6.71,Toei Animation,"Adventure, Comedy, Ecchi, Magic, Sci-Fi"
Taishou Yakyuu Musume.,https://cdn.myanimelist.net/images/anime/6/22583.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2009-07-03', 'to': '2009-09-25'}",PG-13 - Adolescents de 13 ans ou plus,7.39,J.C.Staff,"Comedy, Historical, School, Seinen, Sports"
Super Robot Taisen OG: Divine Wars,https://cdn.myanimelist.net/images/anime/7/31063.jpg,TV,Game,25,Diffusion terminé,"{'from': '2006-10-05', 'to': '2007-03-29'}",PG-13 - Adolescents de 13 ans ou plus,6.92,OLM,"Action, Mecha, Sci-Fi"
Toriko,https://cdn.myanimelist.net/images/anime/12/56329.jpg,TV,Manga,147,Diffusion terminé,"{'from': '2011-04-03', 'to': '2014-03-30'}",PG-13 - Adolescents de 13 ans ou plus,7.70,Toei Animation,"Action, Adventure, Comedy, Fantasy, Shounen"
Kindaichi Shounen no Jikenbo Returns 2nd Season,https://cdn.myanimelist.net/images/anime/9/75726.jpg,TV,Manga,22,Diffusion terminé,"{'from': '2015-10-03', 'to': '2016-03-26'}",R - 17+ (Violence et blasphèmes),7.79,Toei Animation,"Mystery, Shounen"
Kurokami The Animation,https://cdn.myanimelist.net/images/anime/3/19935.jpg,TV,Manga,23,Diffusion terminé,"{'from': '2009-01-09', 'to': '2009-06-19'}",R - 17+ (Violence et blasphèmes),7.25,Sunrise,"Action, Martial Arts, Super Power"
Yowamushi Pedal: Re:ROAD,https://cdn.myanimelist.net/images/anime/7/86877.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2015-06-12', 'to': '2015-06-12'}",PG-13 - Adolescents de 13 ans ou plus,7.48,TMS Entertainment,"Drama, Shounen, Sports"
The Kabocha Wine,https://cdn.myanimelist.net/images/anime/2/26634.jpg,TV,Manga,95,Diffusion terminé,"{'from': '1982-07-05', 'to': '1984-08-27'}",PG-13 - Adolescents de 13 ans ou plus,6.87,Toei Animation,"Slice of Life, Comedy, Romance, School"
Monster Farm: Legend e no Michi,https://cdn.myanimelist.net/images/anime/8/48023.jpg,TV,Game,25,Diffusion terminé,"{'from': '2000-04-01', 'to': '2000-09-30'}",PG - Enfants,6.85,TMS Entertainment,"Action, Adventure, Comedy, Fantasy"
One Piece: Yume no Soccer Ou!,https://cdn.myanimelist.net/images/anime/4/70587.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2002-03-02', 'to': '2002-03-02'}",PG-13 - Adolescents de 13 ans ou plus,7.28,Toei Animation,"Comedy, Fantasy, Shounen, Sports"
Yume no Crayon Oukoku,https://cdn.myanimelist.net/images/anime/11/28591.jpg,TV,Book,70,Diffusion terminé,"{'from': '1997-09-07', 'to': '1999-01-31'}",PG-13 - Adolescents de 13 ans ou plus,7.70,Toei Animation,"Adventure, Fantasy, Comedy, Shoujo"
Haai Step Jun,https://cdn.myanimelist.net/images/anime/10/73332.jpg,TV,Manga,45,Diffusion terminé,"{'from': '1985-03-10', 'to': '1986-01-12'}",PG-13 - Adolescents de 13 ans ou plus,6.35,Toei Animation,"Action, Romance, School, Sci-Fi"
High School DxD,https://cdn.myanimelist.net/images/anime/2/32527.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2012-01-06', 'to': '2012-03-23'}",R+ - Nudité douce,7.62,TNK,"Comedy, Demons, Ecchi, Harem, Romance, School"
Shokugeki no Souma: Ni no Sara,https://cdn.myanimelist.net/images/anime/8/79353.jpg,TV,Manga,13,Diffusion terminé,"{'from': '2016-07-02', 'to': '2016-09-24'}",PG-13 - Adolescents de 13 ans ou plus,8.46,J.C.Staff,"Ecchi, School, Shounen"
Itsudatte My Santa!,https://cdn.myanimelist.net/images/anime/11/2902.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '2005-12-07', 'to': '2005-12-07'}",R+ - Nudité douce,6.13,TNK,"Ecchi, Fantasy, Romance, Comedy, Shounen"
Makai Senki Disgaea,https://cdn.myanimelist.net/images/anime/5/11816.jpg,TV,Game,12,Diffusion terminé,"{'from': '2006-04-05', 'to': '2006-06-21'}",PG-13 - Adolescents de 13 ans ou plus,6.85,OLM,"Action, Comedy, Demons, Fantasy, Magic"
Gunsmith Cats,https://cdn.myanimelist.net/images/anime/11/2769.jpg,OVA,Manga,3,Diffusion terminé,"{'from': '1995-11-01', 'to': '1996-09-01'}",PG-13 - Adolescents de 13 ans ou plus,7.27,OLM,"Action, Comedy, Police, Seinen"
Ohayo! Spank,https://cdn.myanimelist.net/images/anime/3/17542.jpg,TV,Manga,63,Diffusion terminé,"{'from': '1981-03-07', 'to': '1982-05-29'}",G - Tout Ages,6.69,TMS Entertainment,"Comedy, Slice of Life"
Power Dolls,https://cdn.myanimelist.net/images/anime/7/24850.jpg,OVA,Game,2,Diffusion terminé,"{'from': '1996-03-01', 'to': '1998-03-01'}",R+ - Nudité douce,5.51,OLM,"Action, Adventure, Mecha, Sci-Fi"
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,https://cdn.myanimelist.net/images/anime/8/22374.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2003-10-04', 'to': '2003-12-20'}",R+ - Nudité douce,7.18,TNK,"Comedy, Romance, Sci-Fi"
Ginga Tetsudou 999: Eternal Fantasy,https://cdn.myanimelist.net/images/anime/11/6083.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1998-03-07', 'to': '1998-03-07'}",PG-13 - Adolescents de 13 ans ou plus,6.77,Toei Animation,"Action, Drama, Sci-Fi, Space"
Kyoukaisenjou no Horizon,https://cdn.myanimelist.net/images/anime/6/79598.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '2011-10-02', 'to': '2011-12-25'}",PG-13 - Adolescents de 13 ans ou plus,7.23,Sunrise,"Action, Fantasy"
Majutsushi Orphen,https://cdn.myanimelist.net/images/anime/13/61839.jpg,TV,Light novel,24,Diffusion terminé,"{'from': '1998-10-03', 'to': '1999-03-27'}",PG-13 - Adolescents de 13 ans ou plus,7.27,J.C.Staff,"Action, Adventure, Comedy, Demons, Fantasy, Magic"
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,https://cdn.myanimelist.net/images/anime/8/37835.jpg,Movie,Game,1,Diffusion terminé,"{'from': '1997-03-15', 'to': '1997-03-15'}",G - Tout Ages,6.13,J.C.Staff,"Fantasy, Magic, Comedy"
Kinnikuman,https://cdn.myanimelist.net/images/anime/5/5182.jpg,TV,Manga,137,Diffusion terminé,"{'from': '1983-04-03', 'to': '1986-10-01'}",PG-13 - Adolescents de 13 ans ou plus,7.34,Toei Animation,"Adventure, Comedy, Sports, Shounen"
Yume Senshi Wingman,https://cdn.myanimelist.net/images/anime/7/75183.jpg,TV,Manga,47,Diffusion terminé,"{'from': '1984-02-07', 'to': '1985-02-26'}",R+ - Nudité douce,6.72,Toei Animation,"Action, Comedy, Super Power, Romance, School"
UFO Princess Valkyrie,https://cdn.myanimelist.net/images/anime/4/22373.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2002-07-04', 'to': '2002-09-19'}",R+ - Nudité douce,6.86,TNK,"Comedy, Ecchi, Magic, Sci-Fi"
Starship Operators,https://cdn.myanimelist.net/images/anime/9/21303.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '2005-01-05', 'to': '2005-03-30'}",PG-13 - Adolescents de 13 ans ou plus,7.15,J.C.Staff,"Drama, Military, Sci-Fi, Space"
Nekojiru-sou,https://cdn.myanimelist.net/images/anime/5/84241.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2001-02-21', 'to': '2001-02-21'}",R - 17+ (Violence et blasphèmes),7.42,J.C.Staff,"Comedy, Dementia, Psychological"
Brave 10,https://cdn.myanimelist.net/images/anime/13/34043.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2012-01-08', 'to': '2012-03-25'}",R - 17+ (Violence et blasphèmes),6.92,TMS Entertainment,"Action, Adventure, Historical, Super Power, Samurai, Seinen"
Ai Yori Aoshi: Enishi,https://cdn.myanimelist.net/images/anime/10/71425.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2003-10-13', 'to': '2004-12-29'}",PG-13 - Adolescents de 13 ans ou plus,7.23,J.C.Staff,"Comedy, Drama, Harem, Romance, Slice of Life"
Gintama,https://cdn.myanimelist.net/images/anime/2/10038.jpg,TV,Manga,201,Diffusion terminé,"{'from': '2006-04-04', 'to': '2010-03-25'}",PG-13 - Adolescents de 13 ans ou plus,9.13,Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
Koe no Katachi,https://cdn.myanimelist.net/images/anime/3/80136.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2016-09-17', 'to': '2016-09-17'}",PG-13 - Adolescents de 13 ans ou plus,9.14,Kyoto Animation,"Drama, School, Shounen"
Hanitarou Desu.,https://cdn.myanimelist.net/images/anime/12/84056.jpg,TV,Manga,70,Diffusion terminé,"{'from': '1997-10-06', 'to': '1998-01-22'}",G - Tout Ages,5.83,Toei Animation,"Slice of Life, Comedy"
Xenosaga The Animation,https://cdn.myanimelist.net/images/anime/3/75162.jpg,TV,Game,12,Diffusion terminé,"{'from': '2005-01-06', 'to': '2005-03-24'}",PG-13 - Adolescents de 13 ans ou plus,6.44,Toei Animation,"Action, Mecha, Sci-Fi, Shounen, Space"
Shoubushi Densetsu Tetsuya,https://cdn.myanimelist.net/images/anime/3/17757.jpg,TV,Manga,20,Diffusion terminé,"{'from': '2000-10-07', 'to': '2001-03-24'}",R - 17+ (Violence et blasphèmes),7.60,Toei Animation,"Game, Historical, Shounen"
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,https://cdn.myanimelist.net/images/anime/2/55609.jpg,TV,Other,26,Diffusion terminé,"{'from': '1980-01-09', 'to': '1980-07-09'}",G - Tout Ages,6.47,Toei Animation,"Adventure, Fantasy"
Keroro Gunsou,https://cdn.myanimelist.net/images/anime/2/21764.jpg,TV,Manga,358,Diffusion terminé,"{'from': '2004-04-03', 'to': '2011-04-04'}",PG-13 - Adolescents de 13 ans ou plus,7.88,Sunrise,"Comedy, Mecha, Parody, Sci-Fi, Shounen"
Eightman After,https://cdn.myanimelist.net/images/anime/4/11946.jpg,OVA,Manga,4,Diffusion terminé,"{'from': '1993-08-21', 'to': '1993-11-22'}",R - 17+ (Violence et blasphèmes),6.34,J.C.Staff,"Action, Drama, Sci-Fi"
Bishoujo Senshi Sailor Moon: Sailor Stars,https://cdn.myanimelist.net/images/anime/1/996.jpg,TV,Manga,34,Diffusion terminé,"{'from': '1996-03-09', 'to': '1997-02-08'}",PG-13 - Adolescents de 13 ans ou plus,7.99,Toei Animation,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
Sekai Meisaku Douwa: Mori wa Ikiteiru,https://cdn.myanimelist.net/images/anime/8/48791.jpg,Movie,Book,1,Diffusion terminé,"{'from': '1980-03-15', 'to': '1980-03-15'}",PG - Enfants,7.13,Toei Animation,"Fantasy, Kids"
Seikai no Senki III,https://cdn.myanimelist.net/images/anime/11/2755.jpg,OVA,Light novel,2,Diffusion terminé,"{'from': '2005-08-06', 'to': '2005-08-06'}",PG-13 - Adolescents de 13 ans ou plus,7.81,Sunrise,"Action, Military, Romance, Sci-Fi, Space"
Amanchu! Advance,https://cdn.myanimelist.net/images/anime/1481/92466.jpg,TV,Manga,12,Diffusion en cours,"{'from': '2018-04-07', 'to': None}",PG-13 - Adolescents de 13 ans ou plus,7.56,J.C.Staff,"Comedy, School, Shounen, Slice of Life"
Hokuto no Ken,https://cdn.myanimelist.net/images/anime/8/18502.jpg,TV,Manga,109,Diffusion terminé,"{'from': '1984-10-04', 'to': '1987-03-05'}",R - 17+ (Violence et blasphèmes),7.96,Toei Animation,"Action, Sci-Fi, Drama, Martial Arts, Shounen"
Examurai Sengoku,https://cdn.myanimelist.net/images/anime/13/33643.jpg,TV,Other,24,Diffusion terminé,"{'from': '2009-01-11', 'to': '2009-06-25'}",PG-13 - Adolescents de 13 ans ou plus,6.52,TMS Entertainment,"Action, Sci-Fi, Martial Arts, Samurai"
Violet Evergarden,https://cdn.myanimelist.net/images/anime/1329/90618.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '2018-01-11', 'to': '2018-04-05'}",PG-13 - Adolescents de 13 ans ou plus,8.59,Kyoto Animation,"Slice of Life, Drama, Fantasy"
Magic Knight Rayearth II,https://cdn.myanimelist.net/images/anime/7/55885.jpg,TV,Manga,29,Diffusion terminé,"{'from': '1995-04-10', 'to': '1995-11-27'}",PG-13 - Adolescents de 13 ans ou plus,7.60,TMS Entertainment,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,https://cdn.myanimelist.net/images/anime/1085/92333.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1993-07-10', 'to': '1993-07-10'}",PG-13 - Adolescents de 13 ans ou plus,7.31,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Project ARMS: The 2nd Chapter,https://cdn.myanimelist.net/images/anime/3/72859.jpg,TV,Manga,26,Diffusion terminé,"{'from': '2001-10-06', 'to': '2002-03-30'}",R - 17+ (Violence et blasphèmes),7.19,TMS Entertainment,"Action, Fantasy, Martial Arts, Super Power, School"
Kodomo no Omocha,https://cdn.myanimelist.net/images/anime/5/5574.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '1995-12-16', 'to': '1995-12-16'}",PG - Enfants,7.26,J.C.Staff,"Comedy, Drama, School, Shoujo"
Angel Densetsu,https://cdn.myanimelist.net/images/anime/4/27104.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '1996-12-13', 'to': '1996-12-13'}",R - 17+ (Violence et blasphèmes),7.50,Toei Animation,"Action, Comedy, School"
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,https://cdn.myanimelist.net/images/anime/10/75609.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2010-09-26', 'to': '2010-09-26'}",PG-13 - Adolescents de 13 ans ou plus,7.54,J.C.Staff,"Action, Sci-Fi, Super Power"
Nana Maru San Batsu,https://cdn.myanimelist.net/images/anime/9/86731.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2017-07-05', 'to': '2017-09-20'}",PG-13 - Adolescents de 13 ans ou plus,6.82,TMS Entertainment,"Game, School, Seinen"
Ginga Tetsudou 999,https://cdn.myanimelist.net/images/anime/7/27801.jpg,TV,Manga,113,Diffusion terminé,"{'from': '1978-09-14', 'to': '1981-04-09'}",G - Tout Ages,7.96,Toei Animation,"Sci-Fi, Adventure, Space, Drama"
Stop!! Hibari-kun!,https://cdn.myanimelist.net/images/anime/5/72083.jpg,TV,Manga,35,Diffusion terminé,"{'from': '1983-05-20', 'to': '1984-01-27'}",R+ - Nudité douce,7.18,Toei Animation,"Comedy, Shounen"
Pokemon: Celebi Toki wo Koeta Deai,https://cdn.myanimelist.net/images/anime/2/41799.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2001-07-07', 'to': '2001-07-07'}",PG - Enfants,7.13,OLM,"Adventure, Comedy, Kids, Drama, Fantasy"
Toushinden,https://cdn.myanimelist.net/images/anime/4/85513.jpg,OVA,Game,2,Diffusion terminé,"{'from': '1996-06-21', 'to': '1996-08-21'}",R+ - Nudité douce,5.36,J.C.Staff,"Action, Martial Arts"
Yowamushi Pedal: Re:RIDE,https://cdn.myanimelist.net/images/anime/10/86876.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2014-09-19', 'to': '2014-09-19'}",PG-13 - Adolescents de 13 ans ou plus,7.47,TMS Entertainment,"Sports, Drama, Shounen"
Shokugeki no Souma,https://cdn.myanimelist.net/images/anime/3/72943.jpg,TV,Manga,24,Diffusion terminé,"{'from': '2015-04-04', 'to': '2015-09-26'}",PG-13 - Adolescents de 13 ans ou plus,8.55,J.C.Staff,"Ecchi, School, Shounen"
InuYasha: Kagami no Naka no Mugenjo,https://cdn.myanimelist.net/images/anime/1162/92219.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2002-12-21', 'to': '2002-12-21'}",PG-13 - Adolescents de 13 ans ou plus,7.75,Sunrise,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
Air Master,https://cdn.myanimelist.net/images/anime/2/21019.jpg,TV,Manga,27,Diffusion terminé,"{'from': '2003-04-02', 'to': '2003-10-01'}",R - 17+ (Violence et blasphèmes),7.13,Toei Animation,"Action, Comedy, Martial Arts, Seinen"
Touma Kishinden Oni,https://cdn.myanimelist.net/images/anime/9/82993.jpg,TV,Game,25,Diffusion terminé,"{'from': '1995-10-05', 'to': '1996-03-21'}",PG-13 - Adolescents de 13 ans ou plus,6.20,J.C.Staff,Supernatural
One Piece Recap,https://cdn.myanimelist.net/images/anime/9/20706.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2010-03-17', 'to': '2010-03-17'}",PG-13 - Adolescents de 13 ans ou plus,7.31,Toei Animation,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Ibara no Ou,https://cdn.myanimelist.net/images/anime/9/87056.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2009-10-09', 'to': '2009-10-09'}",R+ - Nudité douce,7.15,Sunrise,"Action, Thriller, Mystery, Sci-Fi"
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,https://cdn.myanimelist.net/images/anime/12/31457.jpg,Movie,Game,1,Diffusion terminé,"{'from': '1992-03-07', 'to': '1992-03-07'}",PG-13 - Adolescents de 13 ans ou plus,6.69,Toei Animation,"Action, Adventure, Magic, Fantasy, Shounen"
Dragon Ball Movie 4: Saikyou e no Michi,https://cdn.myanimelist.net/images/anime/1745/90342.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1996-03-02', 'to': '1996-03-02'}",PG-13 - Adolescents de 13 ans ou plus,7.29,Toei Animation,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Shokugeki no Souma: San no Sara,https://cdn.myanimelist.net/images/anime/3/88434.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2017-10-04', 'to': '2017-12-20'}",PG-13 - Adolescents de 13 ans ou plus,8.50,J.C.Staff,"Ecchi, School, Shounen"
Yowamushi Pedal: Special Ride,https://cdn.myanimelist.net/images/anime/13/53213.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2013-08-08', 'to': '2013-08-08'}",PG-13 - Adolescents de 13 ans ou plus,7.46,TMS Entertainment,"Comedy, Drama, Shounen, Sports"
Zero no Tsukaima F,https://cdn.myanimelist.net/images/anime/2/75559.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2012-01-07', 'to': '2012-03-24'}",PG-13 - Adolescents de 13 ans ou plus,7.71,J.C.Staff,"Adventure, Magic, Romance, Ecchi, Fantasy"
Ginga Nagareboshi Gin,https://cdn.myanimelist.net/images/anime/3/47461.jpg,TV,Manga,21,Diffusion terminé,"{'from': '1986-04-07', 'to': '1986-08-22'}",PG-13 - Adolescents de 13 ans ou plus,8.13,Toei Animation,"Action, Adventure, Drama, Shounen"
Pokemon Best Wishes! Season 2: Decolora Adventure,https://cdn.myanimelist.net/images/anime/5/49285.jpg,TV,Game,20,Diffusion terminé,"{'from': '2013-04-25', 'to': '2013-09-26'}",PG - Enfants,6.49,OLM,"Action, Adventure, Comedy, Fantasy, Kids"
Dragon Ball GT,https://cdn.myanimelist.net/images/anime/11/20727.jpg,TV,Manga,64,Diffusion terminé,"{'from': '1996-02-07', 'to': '1997-11-19'}",PG-13 - Adolescents de 13 ans ou plus,6.67,Toei Animation,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power"
Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,https://cdn.myanimelist.net/images/anime/9/47615.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2013-07-13', 'to': '2013-07-13'}",PG - Enfants,6.58,OLM,"Action, Adventure, Comedy, Fantasy, Kids"
Mouretsu Atarou (1990),https://cdn.myanimelist.net/images/anime/12/34815.jpg,TV,Manga,34,Diffusion terminé,"{'from': '1990-04-21', 'to': '1990-12-22'}",G - Tout Ages,6.73,Toei Animation,"Comedy, Kids, Slice of Life"
Asura,https://cdn.myanimelist.net/images/anime/7/44289.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2012-09-29', 'to': '2012-09-29'}",R+ - Nudité douce,7.18,Toei Animation,"Drama, Historical"
Binbou Shimai Monogatari,https://cdn.myanimelist.net/images/anime/13/16053.jpg,TV,Manga,10,Diffusion terminé,"{'from': '2006-06-30', 'to': '2006-09-15'}",G - Tout Ages,6.92,Toei Animation,"Slice of Life, Comedy, Drama, Seinen"
Pokemon: Pichu to Pikachu,https://cdn.myanimelist.net/images/anime/13/26369.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2000-07-08', 'to': '2000-07-08'}",PG - Enfants,6.75,OLM,"Adventure, Comedy, Fantasy, Kids"
Pokemon: Pikachu to Pokemon Ongakutai,https://cdn.myanimelist.net/images/anime/6/71600.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2015-07-18', 'to': '2015-07-18'}",PG - Enfants,6.32,OLM,"Adventure, Fantasy, Kids"
Kyoushirou to Towa no Sora,https://cdn.myanimelist.net/images/anime/7/20958.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2007-01-05', 'to': '2007-03-23'}",PG-13 - Adolescents de 13 ans ou plus,6.61,TNK,"Drama, Magic, Romance, Shounen"
Go-Q-Choji Ikkiman,https://cdn.myanimelist.net/images/anime/9/63019.jpg,TV,Manga,32,Diffusion terminé,"{'from': '1986-04-13', 'to': '1986-11-23'}",G - Tout Ages,6.60,Toei Animation,"Sci-Fi, Sports"
Kodai Ouja Kyouryuu King,https://cdn.myanimelist.net/images/anime/10/75397.jpg,TV,Game,49,Diffusion terminé,"{'from': '2007-02-04', 'to': '2008-01-27'}",PG - Enfants,6.13,Sunrise,"Adventure, Kids, Fantasy"
Yume de Aetara,https://cdn.myanimelist.net/images/anime/10/67403.jpg,OVA,Manga,3,Diffusion terminé,"{'from': '1998-04-21', 'to': '1998-12-19'}",PG-13 - Adolescents de 13 ans ou plus,6.59,J.C.Staff,"Comedy, Drama, Ecchi, Romance, Seinen"
Darkside Blues,https://cdn.myanimelist.net/images/anime/3/3766.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1994-10-08', 'to': '1994-10-08'}",R - 17+ (Violence et blasphèmes),6.24,J.C.Staff,"Horror, Mystery, Psychological, Sci-Fi"
Hajimete no Gal,https://cdn.myanimelist.net/images/anime/9/86826.jpg,TV,Manga,10,Diffusion terminé,"{'from': '2017-07-12', 'to': '2017-09-13'}",R+ - Nudité douce,6.53,NAZ,"Comedy, Romance, Ecchi, School, Shounen"
Dragon Ball Kai,https://cdn.myanimelist.net/images/anime/6/14065.jpg,TV,Manga,97,Diffusion terminé,"{'from': '2009-04-05', 'to': '2011-03-27'}",PG-13 - Adolescents de 13 ans ou plus,7.91,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,https://cdn.myanimelist.net/images/anime/9/29621.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2011-07-16', 'to': '2011-07-16'}",PG - Enfants,6.84,OLM,"Adventure, Comedy, Drama, Fantasy, Kids"
Gokinjo Monogatari,https://cdn.myanimelist.net/images/anime/11/18195.jpg,TV,Manga,50,Diffusion terminé,"{'from': '1995-09-10', 'to': '1996-09-01'}",PG-13 - Adolescents de 13 ans ou plus,7.53,Toei Animation,"Slice of Life, Comedy, Drama, Romance, Shoujo"
Kindaichi Shounen no Jikenbo Returns,https://cdn.myanimelist.net/images/anime/7/61271.jpg,TV,Manga,25,Diffusion terminé,"{'from': '2014-04-05', 'to': '2014-09-27'}",R - 17+ (Violence et blasphèmes),7.59,Toei Animation,"Mystery, Shounen"
One Piece 3D: Gekisou! Trap Coaster,https://cdn.myanimelist.net/images/anime/4/33839.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2011-12-01', 'to': '2011-12-01'}",PG-13 - Adolescents de 13 ans ou plus,7.26,Toei Animation,"Action, Adventure, Fantasy, Comedy, Shounen"
Slayers: The Motion Picture,https://cdn.myanimelist.net/images/anime/10/2644.jpg,Movie,Light novel,1,Diffusion terminé,"{'from': '1995-07-29', 'to': '1995-07-29'}",PG-13 - Adolescents de 13 ans ou plus,7.36,J.C.Staff,"Adventure, Comedy, Magic, Fantasy, Shounen"
Beet the Vandel Buster Excellion,https://cdn.myanimelist.net/images/anime/4/21570.jpg,TV,Manga,25,Diffusion terminé,"{'from': '2005-10-06', 'to': '2006-03-30'}",PG - Enfants,6.80,Toei Animation,"Adventure, Fantasy, Shounen, Supernatural"
Twin Angel Break,https://cdn.myanimelist.net/images/anime/11/86505.jpg,TV,Game,12,Diffusion terminé,"{'from': '2017-04-07', 'to': '2017-06-23'}",PG-13 - Adolescents de 13 ans ou plus,5.96,J.C.Staff,"Drama, Magic"
Saint Seiya: Legend of Sanctuary,https://cdn.myanimelist.net/images/anime/6/78671.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2014-06-21', 'to': '2014-06-21'}",PG-13 - Adolescents de 13 ans ou plus,6.47,Toei Animation,"Sci-Fi, Adventure, Fantasy, Shounen"
Kouryuu no Mimi: Mina no Shou,https://cdn.myanimelist.net/images/anime/10/59847.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '1995-04-26', 'to': '1995-06-01'}",R+ - Nudité douce,5.15,OLM,"Action, Super Power, Drama"
Zero no Tsukaima: Princesses no Rondo,https://cdn.myanimelist.net/images/anime/6/10256.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2008-07-07', 'to': '2008-09-22'}",PG-13 - Adolescents de 13 ans ou plus,7.56,J.C.Staff,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
